"";"word";"n"
"308";"Função";13
"309";"Instituições";13
"310";"It";13
"311";"Junto";13
"312";"Mar";13
"313";"Marco";13
"314";"Modelo";13
"315";"Nacional";13
"316";"Novo";13
"317";"Partir";13
"318";"Política";13
"319";"Recursos";13
"320";"Série";13
"321";"Site";13
"322";"Sul";13
"323";"Temas";13
"324";"Transporte";13
"325";"Vinicius";13
"326";"ª";12
"327";"Ação";12
"328";"Acompanhar";12
"329";"Andamento";12
"330";"Antigo";12
"331";"Apoio";12
"332";"Artigo";12
"333";"Assunto";12
"334";"Aurélio";12
"335";"Canal";12
"336";"Civil";12
"337";"Colônia";12
"338";"Conjunto";12
"339";"Considerado";12
"340";"Contribuições";12
"341";"Cplasma";12
"342";"Cujo";12
"343";"Data";12
"344";"Definido";12
"345";"Diferente";12
"346";"DT";12
"347";"Embora";12
"348";"Empregos";12
"349";"Estrutura";12
"350";"Existência";12
"351";"Fará";12
"352";"Geraldo";12
"353";"Grupos";12
"354";"Gts";12
"355";"Havendo";12
"356";"Indicadores";12
"357";"Iousp";12
"358";"Maio";12
"359";"Mapas";12
"360";"Municipal";12
"361";"Navio";12
"362";"Nesse";12
"363";"Nova";12
"364";"Nunca";12
"365";"Objetivos";12
"366";"Parque";12
"367";"Planos";12
"368";"Poço";12
"369";"Podem";12
"370";"Porém";12
"371";"Pouco";12
"372";"Processos";12
"373";"Questões";12
"374";"Serem";12
"375";"Técnico";12
"376";"Última";12
"377";"Ver";12
"378";"Vezes";12
"379";"Visa";12
"380";"Visão";12
"381";"Ampliação";11
"382";"Atenção";11
"383";"Bacia";11
"384";"Cultivo";11
"385";"Deveria";11
"386";"Divulgação";11
"387";"EIAs";11
"388";"Emergência";11
"389";"Emissões";11
"390";"Entende";11
"391";"Enviou";11
"392";"Especialmente";11
"393";"Estabelecer";11
"394";"Fala";11
"395";"Fase";11
"396";"Fazem";11
"397";"Fazendo";11
"398";"Km";11
"399";"Lei";11
"400";"Licenciador";11
"401";"Local";11
"402";"Ministério";11
"403";"Muita";11
"404";"Necessidade";11
"405";"Peib";11
"406";"Permite";11
"407";"Pinsard";11
"408";"Principal";11
"409";"Principalmente";11
"410";"Própria";11
"411";"Realização";11
"412";"Realizado";11
"413";"Revisão";11
"414";"Rodrigo";11
"415";"Santos";11
"416";"Secretaria";11
"417";"Serviços";11
"418";"Setorial";11
"419";"Solicitar";11
"420";"Sp";11
"421";"Tornar";11
"422";"Tupinambás";11
"423";"Vianna";11
"424";"Acha";10
"425";"Apesar";10
"426";"Aprovação";10
"427";"Atender";10
"428";"Atividade";10
"429";"Audiências";10
"430";"Biodiversidade";10
"431";"Capacidade";10
"432";"Cebimarusp";10
"433";"Complementação";10
"434";"Considerou";10
"435";"Contribuição";10
"436";"Coordenação";10
"437";"Corrente";10
"438";"Dessas";10
"439";"Desses";10
"440";"Disponível";10
"441";"Ecas";10
"442";"Empresa";10
"443";"Enquanto";10
"444";"Entrega";10
"445";"Gasoduto";10
"446";"Geral";10
"447";"Integração";10
"448";"Juntamente";10
"449";"Lncarlos";10
"450";"Locais";10
"451";"Março";10
"452";"Maricultura";10
"453";"Mínimo";10
"454";"Modo";10
"455";"Mp";10
"456";"Muitos";10
"457";"Nesta";10
"458";"Ninguém";10
"459";"Novembro";10
"460";"Observou";10
"461";"Ocupação";10
"462";"Período";10
"463";"Ponto";10
"464";"Pontos";10
"465";"Presente";10
"466";"Profundidade";10
"467";"Quiser";10
"468";"Secretário";10
"469";"Setor";10
"470";"Viagens";10
"471";"Abril";9
"472";"Agora";9
"473";"Analisando";9
"474";"Após";9
"475";"Assina";9
"476";"Campo";9
"477";"Categorias";9
"478";"Colônias";9
"479";"Considerando";9
"480";"Consultivo";9
"481";"Contato";9
"482";"Contrato";9
"483";"Dias";9
"484";"Direta";9
"485";"Disponíveis";9
"486";"Dutos";9
"487";"Elaborada";9
"488";"Encaminhar";9
"489";"Espaço";9
"490";"Espécies";9
"491";"Estar";9
"492";"Expectativa";9
"493";"Ferramenta";9
"494";"Funcionamento";9
"495";"Fundo";9
"496";"Integrar";9
"497";"Maioria";9
"498";"Mata";9
"499";"Matéria";9
"500";"Nada";9
"501";"Nível";9
"502";"Número";9
"503";"Obrigação";9
"504";"Organização";9
"505";"Passar";9
"506";"Paulista";9
"507";"Pedro";9
"508";"Pessoa";9
"509";"Plenária";9
"510";"Poderia";9
"511";"Políticas";9
"512";"Poluição";9
"513";"Precisa";9
"514";"Preocupação";9
"515";"Presidente";9
"516";"Propostas";9
"517";"Quase";9
"518";"Reais";9
"519";"Regional";9
"520";"Repassará";9
"521";"Representa";9
"522";"Resíduos";9
"523";"Responder";9
"524";"Rotas";9
"525";"Salt";9
"526";"Sede";9
"527";"Snuc";9
"528";"Tema";9
"529";"Tentar";9
"530";"Trata";9
"531";"Últimos";9
"532";"Velocidade";9
"533";"Verificar";9
"534";"Vida";9
"535";"Acredita";8
"536";"Agosto";8
"537";"Alga";8
"538";"Atlântico";8
"539";"Busca";8
"540";"C";8
"541";"Câmaras";8
"542";"Capítulo";8
"543";"Cláudio";8
"544";"Co";8
"545";"Comunidades";8
"546";"Conseguimos";8
"547";"Conselhão";8
"548";"Considerada";8
"549";"Continuidade";8
"550";"Contribuir";8
"551";"Convite";8
"552";"Correntes";8
"553";"Cronograma";8
"554";"Definir";8
"555";"Destes";8
"556";"Detalhamento";8
"557";"Ecossistema";8
"558";"Email";8
"559";"Entendimento";8
"560";"Esforço";8
"561";"Estratégica";8
"562";"Exceção";8
"563";"Exploração";8
"564";"Fundeio";8
"565";"Gln";8
"566";"Gravação";8
"567";"Janeiro";8
"568";"Lavrada";8
"569";"Legal";8
"570";"Limites";8
"571";"Link";8
"572";"Longo";8
"573";"Marinhas";8
"574";"Melhoria";8
"575";"Mieldazis";8
"576";"Mosaico";8
"577";"Nathalye";8
"578";"Navegação";8
"579";"Nenhuma";8
"580";"Páginas";8
"581";"Pevo";8
"582";"Portanto";8
"583";"Pretende";8
"584";"Primeiramente";8
"585";"Procedimentos";8
"586";"Próprio";8
"587";"Químicos";8
"588";"Realizada";8
"589";"Realnorte";8
"590";"Recentemente";8
"591";"Recurso";8
"592";"Rede";8
"593";"Relacionadas";8
"594";"Resolução";8
"595";"Responsável";8
"596";"Retirado";8
"597";"Retomou";8
"598";"Rio";8
"599";"Social";8
"600";"Solicitando";8
"601";"Tão";8
"602";"Termos";8
"603";"Teste";8
"604";"Tipos";8
"605";"Tld";8
"606";"Totalmente";8
"607";"Única";8
"608";"Unidade";8
"609";"Utilizado";8
"610";"Vem";8
"611";"Vivem";8
"612";"Algo";7
"613";"Alguém";7
"614";"Anp";7
"615";"Anteriores";7
"616";"Areas";7
"617";"Atlântica";7
"618";"Atuação";7
"619";"Benefícios";7
"620";"Bom";7
"621";"Camada";7
"622";"Campos";7
"623";"Cerca";7
"624";"Cercosflutuantes";7
"625";"Cetesb";7
"626";"Cgpeg";7
"627";"Cidade";7
"628";"Cima";7
"629";"Cinco";7
"630";"Complementações";7
"631";"Consegue";7
"632";"Conseguiu";7
"633";"Consideradas";7
"634";"Dá";7
"635";"Dar";7
"636";"Definição";7
"637";"Deverá";7
"638";"Devolutivas";7
"639";"Diferentemente";7
"640";"Docas";7
"641";"Dps";7
"642";"Efeitos";7
"643";"Elogiou";7
"644";"Entra";7
"645";"Enviado";7
"646";"Expansão";7
"647";"Extraordinária";7
"648";"Força";7
"649";"Fpso";7
"650";"Informes";7
"651";"Interessantes";7
"652";"Junho";7
"653";"Lado";7
"654";"Logo";7
"655";"Manguezal";7
"656";"Milhões";7
"657";"Motivo";7
"658";"Nenhum";7
"659";"Novamente";7
"660";"Ocorra";7
"661";"Passam";7
"662";"Pautas";7
"663";"Pedir";7
"664";"Poder";7
"665";"População";7
"666";"Posição";7
"667";"Possivelmente";7
"668";"Pressão";7
"669";"Prévia";7
"670";"Procedimento";7
"671";"Próprios";7
"672";"Provavelmente";7
"673";"Próximos";7
"674";"Qualidade";7
"675";"Recebeu";7
"676";"Refeito";7
"677";"Referência";7
"678";"Regionais";7
"679";"Registro";7
"680";"Registros";7
"681";"Retomada";7
"682";"Rocha";7
"683";"Royalties";7
"684";"Saneamento";7
"685";"Segunda";7
"686";"T";7
"687";"TDR";7
"688";"Unanimidade";7
"689";"Único";7
"690";"Utilização";7
"691";"Utilizada";7
"692";"ZEE";7
"693";"Aberto";6
"694";"Acaba";6
"695";"Acontece";6
"696";"Aconteceu";6
"697";"Adequadamente";6
"698";"Alimento";6
"699";"Alvarezii";6
"700";"Âmbito";6
"701";"Análises";6
"702";"Anteriormente";6
"703";"APAM-LNff";6
"704";"APAM-LNlucila";6
"705";"Apas";6
"706";"Aplicado";6
"707";"Apresentado";6
"708";"Aprovado";6
"709";"Aprovar";6
"710";"Aproximação";6
"711";"Assoc";6
"712";"Atuar";6
"713";"Auxiliar";6
"714";"Avaliar";6
"715";"Bacias";6
"716";"Banco";6
"717";"Barris";6
"718";"Bocaina";6
"719";"Caminhões";6
"720";"Centralização";6
"721";"Chegar";6
"722";"Cobertura";6
"723";"Cobrança";6
"724";"Começo";6
"725";"Complexidade";6
"726";"Comunidade";6
"727";"Conama";6
"728";"Considerados";6
"729";"Considerar";6
"730";"Consta";6
"731";"Contas";6
"732";"Costeira";6
"733";"Costeiro";6
"734";"Criado";6
"735";"Deliberar";6
"736";"Desordenada";6
"737";"Destino";6
"738";"Deu";6
"739";"Discussões";6
"740";"Discutida";6
"741";"Discutidos";6
"742";"Distribuído";6
"743";"Dpa";6
"744";"Econômicos";6
"745";"Embarcação";6
"746";"Emissão";6
"747";"Entidades";6
"748";"Especial";6
"749";"Falar";6
"750";"Foco";6
"751";"Frequentes";6
"752";"Futuro";6
"753";"Ganho";6
"754";"Geração";6
"755";"Gerados";6
"756";"Gostaria";6
"757";"Gtaraçá";6
"758";"Histórico";6
"759";"Ilha";6
"760";"Independente";6
"761";"Instalação";6
"762";"Integrado";6
"763";"Itens";6
"764";"Kappaphicus";6
"765";"Levantamento";6
"766";"Licenciado";6
"767";"Lista";6
"768";"Logística";6
"769";"Melhorar";6
"770";"Menciona";6
"771";"Mesmas";6
"772";"Minuta";6
"773";"Mudança";6
"774";"Natureza";6
"775";"Náutico";6
"776";"Navioplataforma";6
"777";"Novas";6
"778";"Ocorre";6
"779";"Oficiais";6
"780";"Ondas";6
"781";"Ongs";6
"782";"Operação";6
"783";"Oportunidade";6
"784";"Orgânica";6
"785";"Organismos";6
"786";"Pamb";6
"787";"Participantes";6
"788";"Permanente";6
"789";"Pesmnss";6
"790";"Plataformas";6
"791";"Podendo";6
"792";"Posteriormente";6
"793";"Potenciais";6
"794";"Praia";6
"795";"Praias";6
"796";"Pref";6
"797";"Primeiro";6
"798";"Processamento";6
"799";"Propostos";6
"800";"Proteção";6
"801";"Quantos";6
"802";"Queimar";6
"803";"Realmente";6
"804";"Recebe";6
"805";"Recebimento";6
"806";"Referências";6
"807";"Relatório";6
"808";"Repassar";6
"809";"Retirada";6
"810";"Seguida";6
"811";"Segurança";6
"812";"Sentido";6
"813";"Tanto";6
"814";"Terminar";6
"815";"Transformar";6
"816";"Vamos";6
"817";"Votos";6
"818";"Abertas";5
"819";"Adequada";5
"820";"Ambientalistas";5
"821";"Analisado";5
"822";"André";5
"823";"Angra";5
"824";"Ariess";5
"825";"Armazenamento";5
"826";"Assuntos";5
"827";"Atendimento";5
"828";"Avançar";5
"829";"Cafélucila";5
"830";"Capitão";5
"831";"Características";5
"832";"Chega";5
"833";"Coisas";5
"834";"Coleta";5
"835";"Comentários";5
"836";"Competência";5
"837";"Compõem";5
"838";"Composição";5
"839";"Comunicação";5
"840";"Conceito";5
"841";"Constituem";5
"842";"Conta";5
"843";"Continua";5
"844";"Contrário";5
"845";"Controled";5
"846";"Convidada";5
"847";"CTeac";5
"848";"Decisão";5
"849";"Declarar";5
"850";"Deliberada";5
"851";"Demanda";5
"852";"Depende";5
"853";"Desafio";5
"854";"Desenvolver";5
"855";"Detalhada";5
"856";"Devemos";5
"857";"Devendo";5
"858";"Deverão";5
"859";"Deveriam";5
"860";"Devese";5
"861";"Dezembro";5
"862";"Dificuldade";5
"863";"Dinheiro";5
"864";"Direcionamento";5
"865";"Diretamente";5
"866";"Diretor";5
"867";"Diretrizes";5
"868";"Distribuição";5
"869";"Dizer";5
"870";"Durante";5
"871";"Econômica";5
"872";"Educação";5
"873";"Elementos";5
"874";"Encerrouse";5
"875";"Energia";5
"876";"Entram";5
"877";"Entrará";5
"878";"Enviará";5
"879";"Environmental";5
"880";"Escrito";5
"881";"Estará";5
"882";"Exemplificou";5
"883";"Exercício";5
"884";"Existem";5
"885";"Extremamente";5
"886";"Falhas";5
"887";"Fechamento";5
"888";"Ficam";5
"889";"Fiscalização";5
"890";"Fontes";5
"891";"Formato";5
"892";"França";5
"893";"Frente";5
"894";"Funcionando";5
"895";"Geram";5
"896";"Gerência";5
"897";"Gerenciamento";5
"898";"Gráfico";5
"899";"Ideal";5
"900";"Inaugurado";5
"901";"Indica";5
"902";"Injeção";5
"903";"Integrante";5
"904";"Integrantes";5
"905";"Interessados";5
"906";"Irão";5
"907";"Lacuna";5
"908";"Legislação";5
"909";"Levantar";5
"910";"Licenciamentoleonardo";5
"911";"Licenciamentolucila";5
"912";"Longa";5
"913";"Maneira";5
"914";"Mangaratiba";5
"915";"Manifestar";5
"916";"Mapa";5
"917";"Matriz";5
"918";"Megaprojetos";5
"919";"Menor";5
"920";"Meses";5
"921";"Metade";5
"922";"Movimentação";5
"923";"Mudar";5
"924";"Muitas";5
"925";"Municipais";5
"926";"Naturais";5
"927";"Necessárias";5
"928";"Nessa";5
"929";"Normativa";5
"930";"Obras";5
"931";"Obrigatoriedade";5
"932";"Obter";5
"933";"Obtidos";5
"934";"Ocorrerá";5
"935";"Ocorrerão";5
"936";"Ocorreu";5
"937";"Ofício";5
"938";"Orçamento";5
"939";"Órgãos";5
"940";"Outubro";5
"941";"Pareceres";5
"942";"Pendentes";5
"943";"Pesquisadores";5
"944";"Produzido";5
"945";"Rápido";5
"946";"Redação";5
"947";"Relacionados";5
"948";"Representatividade";5
"949";"Reserva";5
"950";"Reservatório";5
"951";"Retirar";5
"952";"Riscos";5
"953";"Sedimentos";5
"954";"Serviço";5
"955";"Seuc";5
"956";"Simples";5
"957";"Sinérgicos";5
"958";"Sobreposição";5
"959";"Sociais";5
"960";"Solo";5
"961";"Subsídios";5
"962";"Sugestão";5
"963";"Tamanho";5
"964";"Técnicos";5
"965";"Tecnologia";5
"966";"Termo";5
"967";"Testes";5
"968";"Tráfego";5
"969";"Transformação";5
"970";"Transparência";5
"971";"Transpetro";5
"972";"Turismo";5
"973";"Unidades";5
"974";"Usar";5
"975";"Usos";5
"976";"Valor";5
"977";"Volta";5
"978";"Volume";5
"979";"Votação";5
"980";"Zona";5
"981";"Zoneamento";5
"982";"Abstenções";4
"983";"Acas";4
"984";"Acordo";4
"985";"Acordos";4
"986";"Afetada";4
"987";"Afirmou";4
"988";"Aguardando";4
"989";"Algas";4
"990";"Algum";4
"991";"Alteração";4
"992";"Altomar";4
"993";"Altura";4
"994";"Amanhã";4
"995";"Amazônia";4
"996";"Ampla";4
"997";"Analisa";4
"998";"Animais";4
"999";"Anual";4
"1000";"Aplicar";4
"1001";"Apresentados";4
"1002";"Aspectos";4
"1003";"Atribuições";4
"1004";"Atual";4
"1005";"Aumentar";4
"1006";"Baia";4
"1007";"Baixa";4
"1008";"Barboza";4
"1009";"Barco";4
"1010";"Biológica";4
"1011";"Biológicos";4
"1012";"Biotaaraçá";4
"1013";"Biótico";4
"1014";"Bms";4
"1015";"Bndes";4
"1016";"Buscará";4
"1017";"Carbono";4
"1018";"Cargas";4
"1019";"Célula";4
"1020";"Certo";4
"1021";"Chamou";4
"1022";"Chegam";4
"1023";"Coletiva";4
"1024";"Colocar";4
"1025";"Combustível";4
"1026";"Comitê";4
"1027";"Compartilhamento";4
"1028";"Compartilhar";4
"1029";"Complexo";4
"1030";"Complicado";4
"1031";"Comunicado";4
"1032";"Concentram";4
"1033";"Conclusões";4
"1034";"Concorda";4
"1035";"Condição";4
"1036";"Condicionantesleonardo";4
"1037";"Condições";4
"1038";"Confirmou";4
"1039";"Conhecer";4
"1040";"Conjuntamente";4
"1041";"Consema";4
"1042";"Consequências";4
"1043";"Construir";4
"1044";"Consulta";4
"1045";"Contaminada";4
"1046";"Continuada";4
"1047";"Conversa";4
"1048";"Convidados";4
"1049";"Convidar";4
"1050";"Convidou";4
"1051";"Coordena";4
"1052";"Costeiras";4
"1053";"Criados";4
"1054";"Criar";4
"1055";"Cristina";4
"1056";"Critério";4
"1057";"Critérios";4
"1058";"CTsan";4
"1059";"Cuja";4
"1060";"Cumprimento";4
"1061";"Cumulatividade";4
"1062";"Datas";4
"1063";"Década";4
"1064";"Decisões";4
"1065";"Deixar";4
"1066";"Demandas";4
"1067";"Demonstra";4
"1068";"Dependente";4
"1069";"Derramamento";4
"1070";"Derramamentos";4
"1071";"Derrame";4
"1072";"Desembarque";4
"1073";"Diálogo";4
"1074";"Diferença";4
"1075";"Difusos";4
"1076";"Diminuir";4
"1077";"Disponibilizado";4
"1078";"Distribuir";4
"1079";"Dizem";4
"1080";"Duração";4
"1081";"Eca";4
"1082";"Economia";4
"1083";"Efeito";4
"1084";"Efetivamente";4
"1085";"Eficiência";4
"1086";"Eixo";4
"1087";"Elaborando";4
"1088";"Elaborou";4
"1089";"Eleito";4
"1090";"Embaixo";4
"1091";"Empresas";4
"1092";"Entendeu";4
"1093";"Entretanto";4
"1094";"Enviada";4
"1095";"Enviem";4
"1096";"Equipamento";4
"1097";"Escalas";4
"1098";"Escolha";4
"1099";"Esgoto";4
"1100";"Específico";4
"1101";"Espera";4
"1102";"Estender";4
"1103";"Estratégico";4
"1104";"Estudar";4
"1105";"Eventos";4
"1106";"Excomdial";4
"1107";"Executivo";4
"1108";"Exemplos";4
"1109";"Existentes";4
"1110";"Explorado";4
"1111";"Facilita";4
"1112";"Fausto";4
"1113";"Favor";4
"1114";"Feitas";4
"1115";"Finalizada";4
"1116";"Físicos";4
"1117";"Fizeram";4
"1118";"Formas";4
"1119";"Funciona";4
"1120";"Fundamental";4
"1121";"G";4
"1122";"Gera";4
"1123";"Gerente";4
"1124";"Google";4
"1125";"Haveria";4
"1126";"Hencaminhamentos";4
"1127";"Ibamalucila";4
"1128";"Imo";4
"1129";"Incorporado";4
"1130";"Incorporar";4
"1131";"Inicial";4
"1132";"Inovador";4
"1133";"Inscrição";4
"1134";"Interação";4
"1135";"Interessado";4
"1136";"Interesses";4
"1137";"Jurídico";4
"1138";"Lavagem";4
"1139";"Lazer";4
"1140";"Legislativo";4
"1141";"Leis";4
"1142";"Leitura";4
"1143";"Ler";4
"1144";"Levar";4
"1145";"Levará";4
"1146";"Licenciados";4
"1147";"Licenciamentoricardo";4
"1148";"Linhas";4
"1149";"Mapeamento";4
"1150";"Marcada";4
"1151";"Marcos";4
"1152";"Maria";4
"1153";"Material";4
"1154";"Meados";4
"1155";"Medidas";4
"1156";"Meios";4
"1157";"Metodologia";4
"1158";"Metro";4
"1159";"Mexilhão";4
"1160";"Minimizar";4
"1161";"Mitigação";4
"1162";"Modais";4
"1163";"Módulos";4
"1164";"Mostra";4
"1165";"Mostrar";4
"1166";"Natural";4
"1167";"Náutica";4
"1168";"Necessários";4
"1169";"Nomes";4
"1170";"Normas";4
"1171";"Observação";4
"1172";"Obtiver";4
"1173";"Ocorrência";4
"1174";"Oliva";4
"1175";"Online";4
"1176";"Ouvir";4
"1177";"Papel";4
"1178";"Parado";4
"1179";"Partes";4
"1180";"Particulares";4
"1181";"Passado";4
"1182";"Passivo";4
"1183";"Peixes";4
"1184";"Pensou";4
"1185";"Perigosas";4
"1186";"Planejando";4
"1187";"Poderão";4
"1188";"Podese";4
"1189";"Populaçãocarlos";4
"1190";"Portal";4
"1191";"Portoturra";4
"1192";"Posicionamento";4
"1193";"Possibilitar";4
"1194";"Potencial";4
"1195";"Poucos";4
"1196";"Precisam";4
"1197";"Previstos";4
"1198";"Principais";4
"1199";"Processolucila";4
"1200";"Produtividade";4
"1201";"Produz";4
"1202";"Produzir";4
"1203";"Profunda";4
"1204";"Proibição";4
"1205";"Prolongamento";4
"1206";"Proposto";4
"1207";"Proteger";4
"1208";"Proximidade";4
"1209";"Psol";4
"1210";"Queira";4
"1211";"Questionar";4
"1212";"Quinzena";4
"1213";"Quórum";4
"1214";"Rasa";4
"1215";"Realizadas";4
"1216";"Recordou";4
"1217";"Refinaria";4
"1218";"Reforma";4
"1219";"Regiãoturra";4
"1220";"Regulação";4
"1221";"Relacionada";4
"1222";"Repassa";4
"1223";"Repassou";4
"1224";"Representação";4
"1225";"Representando";4
"1226";"Resultado";4
"1227";"Ribeira";4
"1228";"Rodovia";4
"1229";"Rotasgeraldo";4
"1230";"Sal";4
"1231";"Secretáriaexecutiva";4
"1232";"Secretárioexecutivo";4
"1233";"Século";4
"1234";"Seguir";4
"1235";"Semana";4
