"";"word";"n"
"167";"Hoje";49
"168";"Órgão";49
"169";"Possui";49
"170";"Melhor";48
"171";"Outra";48
"172";"Pesquisa";48
"173";"Duas";47
"174";"Nacional";47
"175";"Nova";47
"176";"Prossegue";47
"177";"Tipo";47
"178";"Conhecimento";46
"179";"Contribuições";46
"180";"Gtpm";46
"181";"Oficina";46
"182";"Sociedade";46
"183";"Ações";45
"184";"Âmbito";45
"185";"Análise";45
"186";"Conselhos";45
"187";"Peixes";45
"188";"Pescador";45
"189";"Propõe";45
"190";"Realizada";45
"191";"Deste";44
"192";"Destinação";44
"193";"Estudo";44
"194";"Preciso";44
"195";"Prefeitura";44
"196";"Programas";44
"197";"Secretaria";44
"198";"Sistema";44
"199";"Agora";43
"200";"Base";43
"201";"Haver";43
"202";"Inclusive";43
"203";"Informação";43
"204";"Legislação";43
"205";"Número";43
"206";"Planos";43
"207";"Saber";43
"208";"Civil";42
"209";"Colônia";42
"210";"Dar";42
"211";"Dois";42
"212";"Fórum";42
"213";"Gerco";42
"214";"Haverá";42
"215";"Memória";42
"216";"Precisa";42
"217";"Têm";42
"218";"Tudo";42
"219";"Definição";41
"220";"Foco";41
"221";"Frisou";41
"222";"Icmbio";41
"223";"Ministério";41
"224";"Pontos";41
"225";"Praia";41
"226";"Sido";41
"227";"Sugestões";41
"228";"Texto";41
"229";"Claudia";40
"230";"Complementa";40
"231";"Conta";40
"232";"Definir";40
"233";"Maurici";40
"234";"Técnica";40
"235";"Ccasp";39
"236";"Cetesb";39
"237";"Conselhão";39
"238";"CTpesca";39
"239";"Encaminhamento";39
"240";"Muitas";39
"241";"Norma";39
"242";"Praias";39
"243";"Projetos";39
"244";"Toda";39
"245";"Três";39
"246";"Apresentado";38
"247";"Assunto";38
"248";"Dessa";38
"249";"Enviar";38
"250";"Grandes";38
"251";"Impacto";38
"252";"Material";38
"253";"Mosaico";38
"254";"Pescado";38
"255";"Compensações";37
"256";"Devolutivas";37
"257";"Discussões";37
"258";"Discutido";37
"259";"Ficou";37
"260";"Informativos";37
"261";"Metros";37
"262";"Participar";37
"263";"Questões";37
"264";"Capacidade";36
"265";"Contou";36
"266";"Demanda";36
"267";"Educação";36
"268";"Havia";36
"269";"Licença";36
"270";"Mesma";36
"271";"Municípios";36
"272";"Nenhum";36
"273";"Problema";36
"274";"Tais";36
"275";"Talvez";36
"276";"Tema";36
"277";"Câmara";35
"278";"Cultivo";35
"279";"Decisão";35
"280";"Encaminhamentos";35
"281";"Outro";35
"282";"Participantes";35
"283";"Presença";35
"284";"Presente";35
"285";"Primeira";35
"286";"Propostas";35
"287";"Alguma";34
"288";"Apresentar";34
"289";"Búzios";34
"290";"Carlos";34
"291";"Costa";34
"292";"Elaborar";34
"293";"Final";34
"294";"Interessante";34
"295";"Lei";34
"296";"Nesse";34
"297";"Pesquisas";34
"298";"Pré-Sal";34
"299";"Qualquer";34
"300";"Sustentável";34
"301";"Acesso";33
"302";"Apresenta";33
"303";"Combinado";33
"304";"Diversas";33
"305";"Leitura";33
"306";"Parque";33
"307";"Realizado";33
"308";"Tendo";33
"309";"Usos";33
"310";"Agradeceu";32
"311";"Avaliação";32
"312";"Condicionante";32
"313";"Dias";32
"314";"Geral";32
"315";"Sma";32
"316";"Spu";32
"317";"Tanto";32
"318";"Algum";31
"319";"Artesanal";31
"320";"Autoridade";31
"321";"Continuidade";31
"322";"Diversos";31
"323";"Empresas";31
"324";"Estar";31
"325";"Etapas";31
"326";"Falta";31
"327";"Finalização";31
"328";"Industrial";31
"329";"Nenhuma";31
"330";"Pensar";31
"331";"Procedimentos";31
"332";"Realizadas";31
"333";"Respeito";31
"334";"Santos";31
"335";"Situação";31
"336";"Técnico";31
"337";"Temas";31
"338";"Afetadas";30
"339";"Água";30
"340";"Aquicultura";30
"341";"Atualmente";30
"342";"Disso";30
"343";"Entende";30
"344";"Estudos";30
"345";"Fato";30
"346";"Navios";30
"347";"Novo";30
"348";"Possuem";30
"349";"Proteção";30
"350";"Quer";30
"351";"Aprovada";29
"352";"Autorização";29
"353";"Bastante";29
"354";"Cessão";29
"355";"Ciência";29
"356";"Consulta";29
"357";"Demais";29
"358";"Diretamente";29
"359";"Governo";29
"360";"Maneira";29
"361";"Marinhas";29
"362";"Motivação";29
"363";"Porém";29
"364";"Principais";29
"365";"Principalmente";29
"366";"Sede";29
"367";"Suporte";29
"368";"Várias";29
"369";"Vez";29
"370";"Cercoflutuante";28
"371";"Comitê";28
"372";"Cronograma";28
"373";"Delimitação";28
"374";"Dificuldade";28
"375";"Emalhe";28
"376";"Incluir";28
"377";"Levantamento";28
"378";"Período";28
"379";"Petrobrás";28
"380";"Poderia";28
"381";"Programa";28
"382";"Responsável";28
"383";"Sp";28
"384";"Trazer";28
"385";"Visto";28
"386";"Baía";27
"387";"Concluiu";27
"388";"Deliberação";27
"389";"Enquanto";27
"390";"Fala";27
"391";"Feitas";27
"392";"Grupos";27
"393";"Ideia";27
"394";"M";27
"395";"Metas";27
"396";"Nessa";27
"397";"Nesta";27
"398";"Peixe";27
"399";"Plenária";27
"400";"Ponto";27
"401";"Resolução";27
"402";"Revisão";27
"403";"Apresentada";26
"404";"Artesanais";26
"405";"Complementou";26
"406";"Demandas";26
"407";"Embarcação";26
"408";"Entendimento";26
"409";"Função";26
"410";"Ilhas";26
"411";"Juntamente";26
"412";"Mapas";26
"413";"Menos";26
"414";"Organizado";26
"415";"Portanto";26
"416";"Problemas";26
"417";"Quatro";26
"418";"Setores";26
"419";"Técnicas";26
"420";"Trabalhar";26
"421";"Vista";26
"422";"Zona";26
"423";"Ação";25
"424";"Associação";25
"425";"Cia";25
"426";"Colônias";25
"427";"Concorda";25
"428";"Criar";25
"429";"CT";25
"430";"Diferentes";25
"431";"Espaço";25
"432";"In";25
"433";"Jerri";25
"434";"Marcelo";25
"435";"Marinho";25
"436";"Meses";25
"437";"Muita";25
"438";"Pedido";25
"439";"Prazos";25
"440";"Públicas";25
"441";"Regional";25
"442";"Sá";25
"443";"Sentido";25
"444";"Territórios";25
"445";"Unidade";25
"446";"Vem";25
"447";"Alteração";24
"448";"Amadora";24
"449";"Assuntos";24
"450";"Através";24
"451";"Canal";24
"452";"Contato";24
"453";"Criado";24
"454";"D’água";24
"455";"Data";24
"456";"Fez";24
"457";"Ip";24
"458";"Mma";24
"459";"Modo";24
"460";"Nº";24
"461";"Novas";24
"462";"Pautas";24
"463";"Poder";24
"464";"Pólis";24
"465";"Próprio";24
"466";"Pública";24
"467";"Resposta";24
"468";"Setembro";24
"469";"Tal";24
"470";"Velocidade";24
"471";"Verificar";24
"472";"Vezes";24
"473";"Acompanhar";23
"474";"Apas";23
"475";"Aprovação";23
"476";"Considera";23
"477";"Coordenação";23
"478";"Documentos";23
"479";"Esclarecer";23
"480";"Existência";23
"481";"Histórico";23
"482";"Lista";23
"483";"Portuária";23
"484";"Recurso";23
"485";"Regras";23
"486";"Relacionadas";23
"487";"Responde";23
"488";"Sabe";23
"489";"Sugestão";23
"490";"Última";23
"491";"Utilizar";23
"492";"Zube";23
"493";"Alta";22
"494";"Anterior";22
"495";"Buscar";22
"496";"Evandro";22
"497";"Fóruns";22
"498";"Gestores";22
"499";"Manifestação";22
"500";"Municipal";22
"501";"Município";22
"502";"Pesqueiros";22
"503";"Poderá";22
"504";"Porte";22
"505";"Produto";22
"506";"Própria";22
"507";"Ração";22
"508";"Representante";22
"509";"Resíduos";22
"510";"Segmento";22
"511";"Site";22
"512";"Solicitou";22
"513";"Ss";22
"514";"Termo";22
"515";"Aberta";21
"516";"Acompanhamento";21
"517";"Animais";21
"518";"Biodiversidade";21
"519";"Cerco";21
"520";"Construção";21
"521";"Conteúdo";21
"522";"Controle";21
"523";"Conversa";21
"524";"Dá";21
"525";"Definido";21
"526";"Escritório";21
"527";"Esec";21
"528";"Extraordinária";21
"529";"Fauna";21
"530";"Fundeio";21
"531";"Limite";21
"532";"Lixo";21
"533";"Novos";21
"534";"População";21
"535";"Possam";21
"536";"Próximos";21
"537";"Realização";21
"538";"Responsabilidade";21
"539";"Rio";21
"540";"Valor";21
"541";"Acha";20
"542";"Águas";20
"543";"Boas";20
"544";"Considerando";20
"545";"Contrato";20
"546";"Definidos";20
"547";"Diretoria";20
"548";"Divulgação";20
"549";"Encaminhada";20
"550";"Entender";20
"551";"Esforço";20
"552";"Gabriela";20
"553";"Início";20
"554";"Náuticas";20
"555";"Objetivos";20
"556";"País";20
"557";"Petróleo";20
"558";"Possíveis";20
"559";"Pouco";20
"560";"Precisam";20
"561";"Processos";20
"562";"Quantidade";20
"563";"Relatório";20
"564";"Responsáveis";20
"565";"Resultados";20
"566";"Retomada";20
"567";"Sabesp";20
"568";"Tomada";20
"569";"Via";20
"570";"Visão";20
"571";"Agosto";19
"572";"Algo";19
"573";"Alguém";19
"574";"Decisões";19
"575";"Dessas";19
"576";"Destas";19
"577";"Elaborado";19
"578";"Especial";19
"579";"Fim";19
"580";"Garantir";19
"581";"Gerenciamento";19
"582";"Legislações";19
"583";"Maiores";19
"584";"Marília";19
"585";"Mpa";19
"586";"Mudança";19
"587";"Muitos";19
"588";"Nada";19
"589";"Óleo";19
"590";"Pequeno";19
"591";"Políticas";19
"592";"Possa";19
"593";"Prevista";19
"594";"Qualidade";19
"595";"Referência";19
"596";"T";19
"597";"Unanimidade";19
"598";"Vários";19
"599";"Vitória";19
"600";"Zacchi";19
"601";"Analisar";18
"602";"Andamento";18
"603";"Aplicação";18
"604";"Atual";18
"605";"Biênio";18
"606";"Bom";18
"607";"Comunicação";18
"608";"Conflitos";18
"609";"Consideração";18
"610";"Contribuir";18
"611";"Couves";18
"612";"Depende";18
"613";"Dificuldades";18
"614";"Eleitos";18
"615";"Execução";18
"616";"Fica";18
"617";"Incluindo";18
"618";"K";18
"619";"Longo";18
"620";"Manter";18
"621";"Materiais";18
"622";"Ninguém";18
"623";"Opinião";18
"624";"Pamb";18
"625";"Pesqueiro";18
"626";"Petrobras";18
"627";"Planejamento";18
"628";"Portaria";18
"629";"Primeiro";18
"630";"Propor";18
"631";"Requisitos";18
"632";"Solicitação";18
"633";"Trata";18
"634";"Vale";18
"635";"Acrescentou";17
"636";"Anteriores";17
"637";"Apams";17
"638";"Avaliar";17
"639";"Banco";17
"640";"Campo";17
"641";"Cebimar";17
"642";"Conama";17
"643";"Conforme";17
"644";"Conjunto";17
"645";"Costeira";17
"646";"Deixar";17
"647";"Devolutiva";17
"648";"Dezembro";17
"649";"Ekos";17
"650";"Empreendedor";17
"651";"Espécie";17
"652";"Existentes";17
"653";"Manguezal";17
"654";"Marcus";17
"655";"Meta";17
"656";"Mil";17
"657";"Navio";17
"658";"Prefeituras";17
"659";"Profundidade";17
"660";"Proposto";17
"661";"Realidade";17
"662";"Rede";17
"663";"Snuc";17
"664";"Trabalhando";17
"665";"Tupinambás";17
"666";"União";17
"667";"Usuários";17
"668";"Utilização";17
"669";"ZEE";17
"670";"Cca";16
"671";"Chegar";16
"672";"Coleta";16
"673";"Consenso";16
"674";"Considerações";16
"675";"Consta";16
"676";"Cuidado";16
"677";"Deu";16
"678";"Disponível";16
"679";"Edson";16
"680";"Estrutura";16
"681";"Evento";16
"682";"Experiência";16
"683";"Influência";16
"684";"Infraestrutura";16
"685";"Interessados";16
"686";"Ir";16
"687";"Item";16
"688";"Limites";16
"689";"Manutenção";16
"690";"Medidas";16
"691";"Mostrando";16
"692";"Mostrou";16
"693";"Normativa";16
"694";"Novamente";16
"695";"Ocorreu";16
"696";"Passa";16
"697";"Poderão";16
"698";"Portos";16
"699";"Posteriormente";16
"700";"Segmentos";16
"701";"Segurança";16
"702";"Smaccasp";16
"703";"Sobreposição";16
"704";"Solicita";16
"705";"Sul";16
"706";"Tarde";16
"707";"Técnicos";16
"708";"Territorial";16
"709";"Vão";16
"710";"Viabilidade";16
"711";"Vida";16
"712";"Visando";16
"713";"Acontecer";15
"714";"Apresentadas";15
"715";"Aprovado";15
"716";"Atores";15
"717";"Barcos";15
"718";"Caetano";15
"719";"Carga";15
"720";"Cercosflutuantes";15
"721";"Chegou";15
"722";"Conclui";15
"723";"Considerar";15
"724";"Contratação";15
"725";"Convite";15
"726";"CTs";15
"727";"Cujo";15
"728";"Define";15
"729";"Desses";15
"730";"Destes";15
"731";"Direito";15
"732";"Encaminhado";15
"733";"Época";15
"734";"Especialmente";15
"735";"Estruturas";15
"736";"Fundamental";15
"737";"Geraldo";15
"738";"Gts";15
"739";"Implantação";15
"740";"Instituição";15
"741";"Leis";15
"742";"Marinas";15
"743";"Marinhos";15
"744";"Mesmos";15
"745";"Navegação";15
"746";"Operação";15
"747";"Oportunidade";15
"748";"Peia";15
"749";"Pescar";15
"750";"Política";15
"751";"Poluição";15
"752";"Presidente";15
"753";"Regionais";15
"754";"Regularização";15
"755";"Reitera";15
"756";"Relacionados";15
"757";"Restrição";15
"758";"Secretária";15
"759";"Setorial";15
"760";"Tratar";15
"761";"Utilizado";15
"762";"Aberto";14
"763";"Anchieta";14
"764";"Anteriormente";14
"765";"Apesar";14
"766";"Apresentados";14
"767";"Atender";14
"768";"Cercos";14
"769";"Claudio";14
"770";"Comunicados";14
"771";"Curso";14
"772";"Debate";14
"773";"Difícil";14
"774";"Discutida";14
"775";"Distribuição";14
"776";"Ecossistemas";14
"777";"Eleição";14
"778";"Encerrouse";14
"779";"Especialistas";14
"780";"Específico";14
"781";"Espera";14
"782";"Formação";14
"783";"Fundo";14
"784";"Havendo";14
"785";"Importantes";14
"786";"Instâncias";14
"787";"Licenciador";14
"788";"Limpeza";14
"789";"Mesmas";14
"790";"Motivo";14
"791";"Ocorre";14
"792";"Ofício";14
"793";"Outubro";14
"794";"Palavra";14
"795";"Palestra";14
"796";"Papel";14
"797";"Pmp";14
"798";"Podemos";14
"799";"Proibição";14
"800";"Protocolo";14
"801";"Pts";14
"802";"Registro";14
"803";"Regra";14
"804";"Representação";14
"805";"Setoriais";14
"806";"Solicitar";14
"807";"Temáticas";14
"808";"Tipos";14
"809";"Tradicional";14
"810";"Agenda";13
"811";"Alcatrazes";13
"812";"Apreendido";13
"813";"Artigo";13
"814";"Assona";13
"815";"Bdg";13
"816";"Capacitação";13
"817";"Cinco";13
"818";"Composição";13
"819";"Conseguiu";13
"820";"Cumprir";13
"821";"Diferente";13
"822";"Discorreu";13
"823";"Disponibilizar";13
"824";"Disponíveis";13
"825";"Dizer";13
"826";"Doneux";13
"827";"Elaborados";13
"828";"Enviado";13
"829";"Envolvidos";13
"830";"Estaduais";13
"831";"Facilitar";13
"832";"Fazem";13
"833";"Federais";13
"834";"Formas";13
"835";"Frente";13
"836";"Funcionamento";13
"837";"Gtaraçá";13
"838";"Ini";13
"839";"Iousp";13
"840";"Legal";13
"841";"Levar";13
"842";"Metodologia";13
"843";"Mínimo";13
"844";"Mp";13
"845";"Náutica";13
"846";"Necessária";13
"847";"Nome";13
"848";"Núcleo";13
"849";"Paulista";13
"850";"Pede";13
"851";"Pessoa";13
"852";"Preocupase";13
"853";"Preps";13
"854";"Realiza";13
"855";"Receber";13
"856";"Recebeu";13
"857";"Regiões";13
"858";"Regramento";13
"859";"Restrições";13
"860";"Semana";13
"861";"Série";13
"862";"Tamar";13
"863";"Tão";13
"864";"Termos";13
"865";"Tomar";13
"866";"Troca";13
"867";"Vamos";13
"868";"Abril";12
"869";"Ajudar";12
"870";"Alterações";12
"871";"Ampliação";12
"872";"Atribuições";12
"873";"Baixa";12
"874";"Baixo";12
"875";"C";12
"876";"Câmaras";12
"877";"Carta";12
"878";"Complementações";12
"879";"Conclusão";12
"880";"Concordou";12
"881";"Considerado";12
"882";"Continuou";12
"883";"Costeiro";12
"884";"Curto";12
"885";"Destacou";12
"886";"Dinâmica";12
"887";"Direitos";12
"888";"Diretor";12
"889";"Discutidas";12
"890";"Dragagem";12
"891";"Dúvidas";12
"892";"Entrar";12
"893";"Envio";12
"894";"Escolha";12
"895";"Estados";12
"896";"Executiva";12
"897";"Exploração";12
"898";"Expõe";12
"899";"Feitos";12
"900";"Fizeram";12
"901";"Gpo";12
"902";"Identificar";12
"903";"Instrução";12
"904";"Janeiro";12
"905";"Lastro";12
"906";"Lugar";12
"907";"Manifestações";12
"908";"Mapeamento";12
"909";"Marcada";12
"910";"Marítima";12
"911";"Modelo";12
"912";"Mudanças";12
"913";"Obter";12
"914";"Ocorrem";12
"915";"Parceiros";12
"916";"Passado";12
"917";"Permitido";12
"918";"Pesm";12
"919";"Petrechos";12
"920";"Posterior";12
"921";"Principal";12
"922";"Profissional";12
"923";"Protegidas";12
"924";"Próximas";12
"925";"Proximidade";12
"926";"Pt";12
"927";"Recentemente";12
"928";"Regimento";12
"929";"Retirada";12
"930";"Rodrigo";12
"931";"S";12
"932";"Secretário";12
"933";"Seguida";12
"934";"Social";12
"935";"Tamanho";12
"936";"Tanques";12
"937";"Taus";12
"938";"Urgência";12
"939";"Utilizada";12
"940";"Validação";12
"941";"Vê";12
"942";"Ver";12
"943";"Abertura";11
"944";"Acia";11
"945";"Ambientes";11
"946";"Ameaçadas";11
"947";"Anual";11
"948";"Aproximação";11
"949";"Ariess";11
"950";"Arquivo";11
"951";"Atuação";11
"952";"Auxiliar";11
"953";"Bid";11
"954";"Breve";11
"955";"Cadastro";11
"956";"Certo";11
"957";"Condições";11
"958";"Conselheiro";11
"959";"Consideradas";11
"960";"Construir";11
"961";"Conversar";11
"962";"Convidados";11
"963";"Custos";11
"964";"Destacando";11
"965";"Devemos";11
"966";"Deverá";11
"967";"Digital";11
"968";"Disposição";11
"969";"Distância";11
"970";"EIArima";11
"971";"Entregue";11
"972";"Estabelecer";11
"973";"Evitar";11
"974";"Exemplos";11
"975";"Fatores";11
"976";"Fiscalizar";11
"977";"Instalação";11
"978";"Integrado";11
"979";"Integral";11
"980";"Interno";11
"981";"Intuito";11
"982";"Irão";11
"983";"Lobato";11
"984";"Maioria";11
"985";"Mara";11
"986";"Mínimos";11
"987";"Necessidades";11
"988";"Observatório";11
"989";"Oito";11
"990";"Parceria";11
"991";"Parecer";11
"992";"Peib";11
"993";"Perspectiva";11
"994";"Pesqueira";11
"995";"Picinguaba";11
"996";"Poderiam";11
"997";"Polícia";11
"998";"Pra";11
"999";"Prévia";11
"1000";"Previsto";11
"1001";"Princípio";11
"1002";"Publicação";11
"1003";"Realizados";11
"1004";"Refere";11
"1005";"Regulamentação";11
"1006";"Relacionado";11
"1007";"Relembra";11
"1008";"Representa";11
"1009";"Responder";11
"1010";"Ressalta";11
"1011";"Retomar";11
"1012";"Ricardo";11
"1013";"Rios";11
"1014";"Seguintes";11
"1015";"Seminário";11
"1016";"Seminários";11
"1017";"Sigap";11
"1018";"Sob";11
"1019";"Sub";11
"1020";"Tanquesrede";11
"1021";"Tecnologia";11
"1022";"Tentar";11
"1023";"Trabalha";11
"1024";"Trabalhos";11
"1025";"Traz";11
"1026";"Vêm";11
"1027";"Visita";11
"1028";"Aumento";10
"1029";"Azevedo";10
"1030";"Bacia";10
"1031";"Bahia";10
"1032";"Camarão";10
"1033";"Carlota";10
"1034";"Casos";10
"1035";"Cenário";10
"1036";"Coisas";10
"1037";"Complementação";10
"1038";"Complementar";10
"1039";"Concordam";10
"1040";"Conflito";10
"1041";"Conhece";10
"1042";"Conjunta";10
"1043";"Conjuntamente";10
"1044";"Considerada";10
"1045";"Criadas";10
"1046";"Custo";10
"1047";"Definidas";10
"1048";"Denúncias";10
"1049";"Destino";10
"1050";"Diferença";10
"1051";"Dinheiro";10
"1052";"Direta";10
"1053";"Disseram";10
"1054";"Ditinha";10
"1055";"Econômico";10
"1056";"Embora";10
"1057";"Enviada";10
"1058";"Escala";10
"1059";"Esgoto";10
"1060";"Específica";10
"1061";"Estabelece";10
"1062";"Executar";10
"1063";"Fácil";10
"1064";"Falar";10
"1065";"Fernando";10
"1066";"Fluxo";10
"1067";"Fontes";10
"1068";"Força";10
"1069";"Funcionários";10
"1070";"Futura";10
"1071";"Futuro";10
"1072";"Garoupa";10
"1073";"Gerência";10
"1074";"Gerente";10
"1075";"Gtemalhe";10
"1076";"Icc";10
"1077";"Independente";10
"1078";"Informando";10
"1079";"Inicial";10
"1080";"Instrumento";10
"1081";"Instrumentos";10
"1082";"Intenção";10
"1083";"Interesses";10
"1084";"Juntos";10
"1085";"Km";10
"1086";"Lacunas";10
"1087";"Lado";10
"1088";"Lazer";10
"1089";"Leu";10
"1090";"Linhas";10
"1091";"Luciana";10
"1092";"Luiz";10
"1093";"Mobilidade";10
"1094";"Moradores";10
"1095";"Mpf";10
"1096";"Normativas";10
"1097";"Nunca";10
"1098";"Ocorrência";10
"1099";"Offshore";10
"1100";"Opção";10
"1101";"Origem";10
"1102";"Parcerias";10
"1103";"Patrimônio";10
"1104";"Pms";10
"1105";"Potencial";10
"1106";"Praticamente";10
"1107";"Práticas";10
"1108";"Preamar";10
"1109";"Preliminar";10
"1110";"Pressão";10
"1111";"Pretende";10
"1112";"Prézoneamento";10
"1113";"Questionamentos";10
"1114";"Referente";10
"1115";"Relacionada";10
"1116";"Renovação";10
"1117";"Retoma";10
"1118";"Risco";10
"1119";"Saco";10
"1120";"Segunda";10
"1121";"Seis";10
"1122";"Solicitando";10
"1123";"Subsidiar";10
"1124";"Sugerindo";10
"1125";"Sustentabilidade";10
"1126";"Tabela";10
"1127";"Tomadas";10
"1128";"Transpetro";10
"1129";"Último";10
"1130";"Única";10
"1131";"Universidade";10
"1132";"Vaga";10
"1133";"Viu";10
"1134";"Voluntários";10
"1135";"Zonas";10
"1136";"Acrescenta";9
"1137";"Adjunta";9
"1138";"Ajudas";9
"1139";"Amesp";9
"1140";"Amortecimento";9
"1141";"Anexo";9
"1142";"Apresentam";9
"1143";"Arie";9
"1144";"Arte";9
"1145";"Artes";9
"1146";"Atenção";9
"1147";"Atribuição";9
"1148";"Audiência";9
"1149";"Ausência";9
"1150";"Auxílio";9
"1151";"Barco";9
"1152";"Brasileiro";9
"1153";"Brevemente";9
"1154";"Captura";9
"1155";"Carolina";9
"1156";"Causa";9
"1157";"Cbhln";9
"1158";"Cerca";9
"1159";"Claro";9
"1160";"Cláudio";9
"1161";"Colegiado";9
"1162";"Colocar";9
"1163";"Companhia";9
"1164";"Compromete";9
"1165";"Conhecer";9
"1166";"Considerados";9
"1167";"Consultar";9
"1168";"Consultivo";9
"1169";"Continua";9
"1170";"Contra";9
"1171";"Criada";9
"1172";"Critério";9
"1173";"Datas";9
"1174";"Decidido";9
"1175";"Deixa";9
"1176";"Deliberada";9
"1177";"Deliberado";9
"1178";"Dentre";9
"1179";"Deveria";9
"1180";"Direto";9
"1181";"Disponibilidade";9
"1182";"Disponibilizado";9
"1183";"Divulgar";9
"1184";"Dona";9
"1185";"Dúvida";9
"1186";"Edital";9
"1187";"Envolvidas";9
"1188";"Equipamentos";9
"1189";"Esclarecimentos";9
"1190";"Esforços";9
"1191";"Estaria";9
"1192";"Estoque";9
"1193";"Faça";9
"1194";"Fará";9
"1195";"Fase";9
"1196";"Fazenda";9
"1197";"Finalizar";9
"1198";"Futuramente";9
"1199";"Gerar";9
"1200";"Inserir";9
"1201";"Integração";9
"1202";"Internacional";9
"1203";"Justifica";9
"1204";"Leandro";9
"1205";"Legais";9
"1206";"Levantar";9
"1207";"Licenças";9
"1208";"Licitação";9
"1209";"Lugares";9
"1210";"Marin";9
"1211";"Melhorar";9
"1212";"Momentos";9
"1213";"Movimento";9
"1214";"Mundo";9
"1215";"Nathalye";9
"1216";"Necessárias";9
"1217";"Nessas";9
"1218";"Nesses";9
"1219";"Nestes";9
"1220";"Olhar";9
"1221";"Ordenar";9
"1222";"Organização";9
"1223";"Particularidades";9
"1224";"Pensando";9
"1225";"Permitida";9
"1226";"Pescando";9
"1227";"Pesquisadores";9
"1228";"Píer";9
"1229";"Procedimento";9
"1230";"Públicos";9
"1231";"Querem";9
"1232";"Realmente";9
"1233";"Renda";9
"1234";"Repassar";9
"1235";"Respectivos";9
"1236";"Resultado";9
"1237";"Rever";9
"1238";"Ribeira";9
"1239";"Riscos";9
"1240";"Sair";9
"1241";"Serviços";9
"1242";"Solicitado";9
"1243";"Terem";9
